QUESTION_ID,CATEGORY,QUESTION,AUDIENCE,SHORT_DESCRIPTION,MAIN_EXPLANATION,BUYER_GUIDANCE,SELLER_GUIDANCE,KEY_POINTS,VIDEO_SCRIPT_FULL,VIDEO_SCRIPT_SHORT,DISCLAIMER
BW04,Building Works,Are any trees on or near your property protected?,BOTH,"Tree Preservation Orders, conservation area tree protections, and owner obligations.","A Tree Preservation Order (TPO) is a legal protection placed on a specific tree by the local planning authority. Once a TPO is in place, it is an offence to cut down, top, lop, uproot, wilfully damage, or destroy a protected tree without the council's permission.

Conservation areas: Even without a specific TPO, trees in conservation areas have automatic protections. Before significant work, the owner must submit a formal notification to the council and wait six weeks.

What must be disclosed:
• Any trees on or overhanging the property subject to a TPO
• Any work carried out on protected trees — with documentation showing permission was obtained

TPOs can affect where you build — extensions, outbuildings, and hard landscaping near protected trees may face restrictions.",Trees with TPOs are a responsibility that transfers with the property. You cannot remove or significantly alter a protected tree without council permission — even if it is causing structural damage. Factor tree management and any restrictions into your plans before exchange.,"If you are not sure whether any trees are protected, check with your local council. If you have had any work done on trees at the property, confirm that permission was obtained and provide any relevant documents.","• TPOs make it illegal to remove, top, lop, or damage a protected tree without council permission
• Conservation area trees have automatic protection even without a specific TPO
• TPO responsibilities transfer to the new owner with the property
• Tree restrictions can affect future planning applications for extensions or outbuildings","[INTRO]
""That tree in the garden might be legally protected — and that matters for buyer and seller alike.

[WHAT IS A TPO?]
A TPO placed by the local council protects a tree from being cut down, heavily pruned, or damaged without permission.

[CONSERVATION AREAS]
Trees in conservation areas are automatically protected even without a specific TPO.

[FOR SELLERS]
If you have had tree work done — confirm you had permission. Include any relevant documents.

[FOR BUYERS]
A protected tree is a responsibility — you can't make it go away because it's in the way. Factor it into your plans.

[CLOSE]
Trees with TPOs: not a dealbreaker, but a commitment.""","""Protected tree on your property? You can't remove it, top it, or damage it without council permission. Conservation area? Same rules apply automatically. Disclose any TPOs and any work done on protected trees. #TreePreservationOrder #PropertySale""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
ENV01,Environmental,Has the property ever been flooded?,BOTH,"Flood history disclosure requirements, types of flooding, insurance implications, and independent checks.","You must disclose if any part of the property has ever been flooded — including the main building, garage, garden, or any outbuildings.

Even a single event must be disclosed — even if minor, even if only the garden, even if it happened before your ownership but you are aware of it.

Types of flooding:
• Surface water — heavy rainfall overwhelms drainage systems
• Groundwater — water table rises above ground level
• River flooding — a nearby watercourse overflows
• Coastal flooding — sea defences are breached
• Sewer flooding — sewers overflow

Flood defences installed at the property (barriers, sump pumps, air brick covers) must also be disclosed.

Failing to disclose known flooding is one of the most common grounds for post-completion compensation claims.",Carry out independent checks at gov.uk/check-flooding and gov.uk/request-flooding-history. Speak to your buildings insurance broker BEFORE exchange — find out if the property can be insured and at what cost. Some flooded properties carry enormous premiums or are practically uninsurable.,"Be honest. State when flooding occurred, what type it was, and which parts were affected. Note any measures taken since. Your solicitor can help you phrase this appropriately.","• Disclose any flooding — however minor, however historic, however partial
• Includes garden flooding, not just the building
• Types: surface water, groundwater, river, coastal, sewer
• Buyers should check gov.uk/check-flooding independently before exchange","[INTRO]
""Flooding is one of the most serious issues a property can have — and one where sellers are most at risk if they don't disclose what they know.

[WHAT MUST BE DISCLOSED]
If any part of the property has ever flooded — house, garage, garden — you must say so. Even once. Even the garden only.

[THE CONSEQUENCES]
This is one of the most common reasons buyers claim compensation from sellers after completion.

[FOR BUYERS]
Use the Environment Agency's flood risk checker at gov.uk/check-flooding. And before exchange — call your buildings insurer to check whether the property can be insured.

[CLOSE]
Flooding: disclose it honestly. Check it independently.""","""Has your property ever flooded — even just the garden, even just once? You MUST disclose it. Hiding flood history is a top reason buyers claim compensation from sellers. Buyers: check gov.uk/check-flooding independently. #FloodRisk #PropertySale""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
ENV02,Environmental,Has the property been tested for radon gas?,BOTH,"Radon gas — what it is, which areas are affected, test results, and remediation.","Radon is a naturally occurring radioactive gas that rises from rocks and soil. It is invisible, odourless, and undetectable without specialist equipment. Indoors it can accumulate, and at high levels it is a significant health risk — the second leading cause of lung cancer in the UK after smoking.

Areas at higher risk include parts of: Cornwall and Devon, Northamptonshire and Leicestershire, Derbyshire, Yorkshire, and parts of Wales.

Your solicitor's local authority search will usually indicate whether the property is in a designated Radon Affected Area.

Remediation typically involves: a sump system beneath the floor, improved underfloor ventilation, or sealing floors and walls. Costs are typically a few thousand pounds and are usually effective.

Information required:
• Has a radon test been carried out?
• Was the result below or above the recommended action level?
• Have any remedial measures been taken?","If the property is in a Radon Affected Area, a radon test is strongly advisable. Test kits are available from around Ł50 and take a few months to produce a result. If the result is above the recommended action level, factor remediation costs into your budget.","If a radon test has been carried out, share the results. If remediation has been carried out, disclose this and provide documentation — it is reassuring for buyers to know the issue has been addressed.","• Radon is a naturally occurring radioactive gas — the second biggest cause of lung cancer in the UK
• Certain areas of England and Wales have higher radon levels
• Disclose any test results and any remediation measures taken
• Test kits are inexpensive — buyers in affected areas should consider commissioning one","[INTRO]
""Radon — invisible, odourless, and the second biggest cause of lung cancer in the UK. If you're in the right postcode, it genuinely matters.

[WHAT IS IT?]
A radioactive gas from rocks and soil. Harmless outside. Can build up indoors to dangerous levels.

[WHERE IS IT A RISK?]
Cornwall, Devon, parts of the Midlands, Yorkshire, and Wales. Your solicitor's searches will flag whether you're in a Radon Affected Area.

[FOR SELLERS]
If a test has been done, share the results. Remediation documentation is actually reassuring, not alarming.

[FOR BUYERS]
In an affected area with no test done? Consider commissioning one. Test kits are inexpensive.

[CLOSE]
Radon is manageable — but only if you know it's there.""","""Radon gas — invisible, odourless, second biggest cause of lung cancer in the UK. Sellers in Radon Affected Areas: disclose any tests and remediation. Buyers: check if you're in an affected area and consider commissioning a test. #RadonGas #PropertyHealth""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
ENV03,Environmental,Is the property affected by Japanese knotweed?,BOTH,"Japanese knotweed — what it is, why it matters, management plans, and mortgage implications.","Japanese knotweed is an invasive plant that can damage buildings, walls, hard surfaces, and drainage systems. It has distinctive bamboo-like stems and an underground root system (rhizome) that can penetrate building foundations.

A property is considered at risk if knotweed is growing within 3 metres of the boundary.

Why it is problematic:
• The underground rhizome can survive even after above-ground growth is treated
• Full treatment typically takes 3-5 years of professional management
• Can affect mortgage availability — some lenders refuse to lend on affected properties

Many sellers honestly answer 'not known' — and that is acceptable. Knotweed does not always show above ground, especially in winter.

A professional management and treatment plan is a structured programme of treatment usually backed by insurance. These plans are reassuring for buyers and lenders.","If knotweed is disclosed: ask whether a professional management plan is in place and insured. Speak to your mortgage lender BEFORE exchange — some will lend with a plan in place, others will not lend until the property is clear. Factor ongoing management costs into your budget.","If you are aware of knotweed, disclose it. If a management plan is in place, provide full documentation. If you answer 'not known,' that is acceptable where you genuinely do not know.","• Properties within 3 metres of Japanese knotweed are considered at risk
• The underground rhizome can survive treatment — full eradication takes years
• 'Not known' is an acceptable answer where you genuinely are not sure
• A professional management plan with insurance is reassuring for buyers and mortgage lenders","[INTRO]
""Japanese knotweed. Three words that make property buyers and sellers nervous. Let's separate fact from fear.

[WHAT IS IT?]
An invasive plant with a root system that can penetrate foundations and damage buildings. Properties within 3 metres of knotweed are at risk.

[FOR SELLERS]
If you are aware of knotweed, disclose it. If a management plan is in place, provide all the documentation — it's a positive thing, showing the problem is handled professionally.

[FOR BUYERS]
If knotweed is disclosed, your first call is to your mortgage lender. Some are fine with a managed plan; others won't lend until clear.

[CLOSE]
Japanese knotweed: manageable, but needs honest disclosure and proper handling.""","""Japanese knotweed near your property? Disclose it — even if it's being managed. Buyers: is there a professional management plan? Tell your mortgage lender before exchange. Some lenders are fine with it. Others won't lend at all. #JapaneseKnotweed #PropertySale""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
SU01,Services and Utilities,Has any electrical installation work been carried out at the property?,BOTH,"Electrical compliance certificates, EICRs, and what buyers and sellers need to know.","Since January 2005, significant electrical installation work must comply with building regulations. Work that falls under this requirement includes:
• New circuit installations
• Replacement of consumer units or fuse boxes
• Rewiring in outbuildings and gardens
• Alterations to circuits in special locations (bathrooms, shower rooms, swimming pools)
• EV charging point installation

For work carried out after January 2005, one of the following is required:
1. BS7671 Electrical Installation Certificate — signed by the installer
2. Building Regulations Compliance Certificate — from the installer's Competent Person scheme (e.g. NAPIT or NICEIC)
3. Building Control Completion Certificate — from the local authority

The EICR (Electrical Installation Condition Report) assesses the safety and condition of all electrical installations. Required by law for rental properties (renewed every 5 years). Not legally required for property sales — but strongly recommended for older properties.","For older properties (pre-1970s especially), consider commissioning an independent EICR. Old wiring can be a safety concern and may affect insurance. Check with your home insurer whether old wiring affects your policy.","Find the relevant electrical certificates for any work done during your ownership. If you cannot find a certificate for recent work, contact the original electrician — they may be able to reissue it.","• Significant electrical work since January 2005 must have a compliance certificate
• One of three certificates is acceptable: BS7671, Building Regulations Compliance, or Building Control Completion
• An EICR is not legally required for sales but is recommended for older properties
• Missing certificates can often be reissued by the original electrician","[INTRO]
""The electrics in a home are invisible — but one of the first things a thorough buyer will ask about.

[WHAT IS REQUIRED?]
Any significant electrical work since January 2005 needs a certificate — BS7671, Building Regulations Compliance, or Building Control Completion Certificate.

[THE EICR]
A full inspection of the electrical systems. Required for rental properties. Not required for sales — but strongly recommended for older homes.

[FOR SELLERS]
Find your electrical certificates. If you cannot find them, contact the original electrician.

[FOR BUYERS]
For older properties, consider paying for your own EICR. Old wiring can be a safety and insurance issue.

[CLOSE]
Electrics: hidden but crucial. Get the paperwork in order.""","""Electrical work done since 2005 needs a certificate. No certificate? Tell your solicitor. For older properties, buyers should consider commissioning an EICR inspection. Old wiring can affect safety AND insurance. #ElectricalSafety #PropertySale""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
SU02,Services and Utilities,How is the property heated and when was the system last serviced?,BOTH,"Heating system types, installation certificates, service history, and what buyers need to assess.","Different heating systems require different documentation:
• Gas boiler (installed after April 2005): Building Regulations Completion Certificate from a Gas Safe registered engineer
• Oil boiler: Building Regulations Completion Certificate
• Air source heat pump: Building Regulations Completion Certificate (and possibly planning permission)
• Wood-burning stove: HETAS certificate or Building Regulations Completion Certificate
• Underfloor heating: Building Regulations Completion Certificate

Information required: type of heating, installation date, boiler installation date, compliance certificates, most recent service report, whether the system is currently working, and year of last service.

Boiler age matters: Boilers typically last 10-15 years. An older boiler approaching replacement can cost Ł2,000-Ł4,000 — relevant information for a buyer's budget.","Key questions: how old is the boiler, when was it last serviced (should be annually), is it working, and are there compliance certificates? Consider having an independent Gas Safe or heating engineer inspect the system before exchange.","Gather: the boiler installation certificate, annual service records, the most recent boiler inspection report, and certificates for any other heating systems. If missing service records, check with your service provider — they may have records.","• Gas boilers installed after April 2005 need a Gas Safe compliance certificate
• Boilers should be serviced annually — provide as many service records as available
• Boiler age matters: 10-15 year lifespan means an old boiler may need replacement soon
• Heat pumps and stoves also require specific installation certificates","[INTRO]
""The heating system is one of the most important — and potentially most expensive — things in any home.

[THE AGE QUESTION]
Buyers really want to know how old the boiler is. Boilers typically last 10-15 years. A 12-year-old boiler potentially means a Ł3,000 replacement in the near future.

[FOR SELLERS]
Gather: installation certificate, service records, and the most recent inspection report.

[FOR BUYERS]
Consider having an independent heating engineer check the system before exchange.

[CLOSE]
Heating: central to comfort and running costs. Be thorough.""","""When was your boiler last serviced? How old is it? Boilers last 10-15 years — an old one is a potential Ł3,000+ bill for the buyer. Sellers: provide installation certificates and service records. Buyers: ask for a demonstration and consider an independent check. #BoilerService #PropertySale""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
SU03,Services and Utilities,How is the property connected to drainage and sewerage?,BOTH,"Mains drainage, septic tanks, sewage treatment plants, cesspools, and compliance requirements.","Two scenarios:

Mains connected (most urban and suburban properties): Connected to the public sewer for both foul water (toilets, sinks, baths) and surface water (gutters, hard surfaces). No ongoing maintenance responsibility beyond the property boundary.

Private sewerage systems — three types:

Septic Tank: Solids settle, liquid flows out. Since January 2020 in England, cannot discharge directly to rivers, streams, or other surface water. Must discharge to a drainage field or mains sewer.

Sewage Treatment Plant: Treats waste to a higher standard. Can discharge to a watercourse in England if compliant with Environment Agency rules.

Cesspool: Completely sealed, no discharge. All waste must be emptied regularly by a registered waste carrier.

Information required for private systems: installation date, last service or emptying date, whether it discharges to ground or surface water, whether shared with neighbours, and whether any part is outside the property boundary.","If the property has a private sewerage system: find out the annual servicing cost, confirm current Environment Agency compliance (especially for septic tanks previously discharging to surface water), and check whether any part is outside the property's boundaries. A non-compliant system can be expensive to upgrade.","Know what system you have and provide accurate dates. If your septic tank still discharges to surface water, this must be disclosed and resolved — it has been non-compliant since January 2020.","• Most properties connect to the mains sewer — confirm this is the case
• Septic tanks in England cannot discharge to surface water since January 2020
• Private systems require ongoing maintenance and have compliance obligations
• Buyers should establish annual servicing costs and confirm current compliance","[INTRO]
""Drainage — most homeowners never think about it. But if your property has a private sewerage system, this is one of the most important things to get right when selling.

[THE THREE PRIVATE SYSTEMS]
Septic tank — liquid must go to a drainage field, not directly to rivers (illegal since 2020). Sewage treatment plant — processes waste to a higher standard. Cesspool — sealed tank, everything pumped out regularly.

[FOR BUYERS]
Find out annual servicing costs, who does it, and whether the system currently complies with Environment Agency rules.

[CLOSE]
Drainage: invisible, essential, and legally regulated.""","""Does your property have a septic tank? Since 2020, they can't discharge directly to rivers or streams in England. Is yours compliant? Buyers: find out servicing costs and compliance status before exchange. Non-compliant systems can cost tens of thousands to fix. #SepticTank #PropertySale""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
LH01,Leasehold,Is the property leasehold? What does that actually mean?,BOTH,Plain-English explanation of leasehold — how it differs from freehold and why lease length is critical.,"Freehold: You own the land and the building outright. No landlord. No end date on your ownership.

Leasehold: You own the right to occupy the property for a fixed number of years. Someone else — the freeholder — owns the land and building. You have a landlord.

Most flats in England and Wales are leasehold. Some houses are too, though this is becoming less common.

Why lease length matters:
• 80+ years remaining: Generally fine for mortgages and future sale
• Under 80 years: Lease extension becomes significantly more expensive (marriage value applies)
• Under 70 years: Many lenders become cautious
• Under 60 years: Most lenders will not lend
• Under 40 years: Very difficult to sell or mortgage

Extending a lease: After owning the property for 2 years, you have a legal right to extend your lease by 90 years at zero (peppercorn) ground rent. Cost depends on the unexpired term, current ground rent, and property value.","Before buying leasehold, confirm: how many years are left on the lease, what the ground rent is and whether it escalates, who manages the building and how well, what the service charges are, whether there is a healthy reserve fund, and whether there are any known building safety issues.","Know your lease details: current unexpired term, annual ground rent and whether it escalates, service charge amounts for the last three years, and contact details for the freeholder and managing agent. If the lease has fewer than 80 years remaining, expect this to affect the sale.","• Leasehold means you own the right to occupy — not the building or land
• Lease length is critical: under 80 years makes extension expensive, under 70 concerns lenders
• You have a legal right to extend after 2 years of ownership
• Always check: years remaining, ground rent terms, service charges, management quality","[INTRO]
""Buying a flat in England or Wales? You are almost certainly buying leasehold. And leasehold is very different from owning a freehold house.

[THE SIMPLE EXPLANATION]
With a freehold house, you own the building and the land. With a leasehold flat, you own the right to live there for a set number of years. Someone else — the freeholder — still owns the building. You have a landlord.

[WHY LEASE LENGTH MATTERS]
Below 80 years, extending gets significantly more expensive. Below 70, lenders get nervous. Below 60, most lenders won't touch it.

[THE GOOD NEWS]
After 2 years of ownership, you have a legal right to extend your lease. It's a right, not a favour.

[CLOSE]
Leasehold isn't bad. But it's different. Make sure you understand what you're buying.""","""Buying a leasehold flat? You have a landlord — the freeholder. Lease length MATTERS: under 80 years = expensive to extend. Under 70 = lenders get nervous. Under 60 = most lenders won't lend. Always check the lease term before you buy. #LeaseholdExplained #FlatBuying""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
LH02,Leasehold,What are ground rent and service charges — and how much should I expect to pay?,BOTH,"Ground rent types, escalating clauses, service charges, reserve funds, and Section 20 consultations.","Ground Rent: An annual payment from the leaseholder to the freeholder. New leases (post-2022) must have zero (peppercorn) ground rent. Older leases may have significant amounts.

Types of ground rent:
• Peppercorn: Effectively zero
• Fixed: Stays the same throughout the lease
• Escalating (RPI or doubling): Increases over time — doubling ground rents can make properties unmortgageable

Service Charges cover: building insurance, communal area maintenance, gardening, management fees, and reserve fund contributions.

The Reserve (Sinking) Fund: Well-managed buildings maintain a reserve fund for future major works. Without one, leaseholders face sudden 'special levies' — potentially Ł10,000-Ł30,000+ per flat.

Section 20 Consultations: For major works costing any leaseholder more than Ł250, the landlord must formally consult leaseholders. Any active or recent Section 20 notice must be disclosed.","Calculate the full annual cost: ground rent (if applicable), annual service charge, and reserve fund contribution. Find out: Is the reserve fund healthy? Are any major works planned in the next 3-5 years? Is there an active Section 20 notice that could result in a large levy?","Provide three years of service charge accounts. Be transparent about: the current annual service charge, any planned major works, any disputes about charges, and whether any service charges are currently outstanding.","• Ground rent — know if it escalates: doubling ground rents can make properties unmortgageable
• Service charges cover building running costs — verify current annual amount
• Reserve fund: no reserve = risk of sudden large special levies
• Request three years of service charge accounts and ask about any Section 20 notices","[INTRO]
""If you're buying a leasehold flat, there are two ongoing payments you need to understand: ground rent and service charges.

[GROUND RENT]
Ground rent is an annual payment to the freeholder. New leases are capped at zero. Older leases can have ground rents that escalate — doubling ground rents can make properties unmortgageable.

[SERVICE CHARGES]
Service charges pay for the upkeep of the whole building — cleaning, maintenance, insurance, management fees.

[THE RESERVE FUND]
Without a reserve fund, when the roof needs replacing, every leaseholder gets a special levy — sometimes Ł15,000 or more per flat. Before exchange, ask how much is in the reserve fund.

[CLOSE]
Ground rent and service charges: understand the numbers before you commit.""","""Buying a leasehold flat? Check if ground rent escalates — doubling ground rent is a serious mortgage risk. Check the reserve fund — no reserve means potential surprise bills of thousands. Always ask for three years of service charge accounts. #LeaseholdCosts #ServiceCharges""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
LH03,Leasehold,Are there any building safety or cladding issues with the building?,BOTH,"Building Safety Act 2022, qualifying leases, leaseholder protections, and cladding transactions.","Background: Following the Grenfell Tower fire in 2017, thousands of residential buildings were found to have dangerous cladding or fire safety defects. The Building Safety Act 2022 created a legal framework to fund remediation and protect qualifying leaseholders from having to pay for defects they did not cause.

Key concepts:

Qualifying Lease: A lease meeting specific criteria under the Act. Qualifying leaseholders benefit from legal protections limiting their liability for remediation costs. Whether a lease qualifies depends on factors including whether the property was the leaseholder's main home on 14 February 2022.

Leaseholder Deed of Certificate: A formal legal document completed by the leaseholder confirming their qualifying status.

Landlord's Certificate: A certificate provided by the freeholder confirming details about the building and the landlord's financial position.

What must be disclosed: whether remediation works have been proposed or carried out, whether the lease is a qualifying lease, whether a Leaseholder Deed of Certificate has been completed, whether the freeholder has been notified of the intention to sell, and whether a Landlord's Certificate has been received.

This is a rapidly evolving area of law. Specialist legal advice is essential.","Before exchange on any flat with potential cladding issues: request all documentation — Leaseholder Deed of Certificate, Landlord's Certificate, any remediation survey reports. Confirm with your mortgage lender whether they will lend on this property. Ensure your solicitor has specialist Building Safety Act expertise. Check whether the building is part of an approved remediation scheme.",Complete your Leaseholder Deed of Certificate accurately before listing. Provide the Landlord's Certificate if received. Notify the freeholder of your intention to sell. Be fully transparent about any known issues. Your solicitor must have Building Safety Act expertise.,"• The Building Safety Act 2022 protects qualifying leaseholders from paying for defects they didn't cause
• Two key documents: Leaseholder Deed of Certificate (completed by leaseholder) and Landlord's Certificate (from freeholder)
• Sellers must complete the Leaseholder Deed of Certificate before listing
• Buyers must check mortgage lender position before exchange — this is a specialist area of law","[INTRO]
""This might be the most important question in the whole process if you're buying or selling a flat in a block built after around 1990.

[THE BACKGROUND]
After Grenfell, the Building Safety Act 2022 was introduced to fix dangerous buildings and protect leaseholders from paying for defects that weren't their fault.

[THE KEY DOCUMENTS]
The Leaseholder Deed of Certificate — completed by you. The Landlord's Certificate — from the freeholder. Both are needed for the transaction.

[FOR SELLERS]
Complete your Leaseholder Deed of Certificate before you list. Notify the freeholder.

[FOR BUYERS]
Before you exchange, speak to your mortgage lender. Make sure your solicitor is specifically experienced in Building Safety Act matters.

[CLOSE]
Building safety is complex. Get specialist advice early.""","""Buying a flat with cladding issues? The Building Safety Act 2022 protects qualifying leaseholders from paying for defects they didn't cause. You need: Leaseholder Deed of Certificate + Landlord's Certificate. Get specialist legal advice — don't skip this step. #BuildingSafety #CladdingCrisis""",This content is for general educational purposes only — not legal advice. Always consult a qualified solicitor for guidance specific to your situation.
